airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,price
Multiple carriers,2019-05-21,Delhi,Cochin,06:00:00,21:00:00,900,1,7485
IndiGo,2019-03-03,Delhi,Cochin,07:35:00,21:20:00,825,2,9413
Jet Airways,2019-06-09,Delhi,Cochin,15:00:00,19:00:00,1680,1,10262
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,08:15:00,800,1,13731
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,19:00:00,1195,2,15129
Multiple carriers,2019-05-21,Delhi,Cochin,11:25:00,19:00:00,455,1,9103
Jet Airways,2019-03-12,Banglore,Delhi,16:55:00,10:45:00,1070,1,13817
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630,1,14151
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,14:25:00,1285,1,10539
IndiGo,2019-05-18,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,2754
Jet Airways,2019-06-27,Banglore,Delhi,19:50:00,22:50:00,180,0,7229
Multiple carriers,2019-06-24,Delhi,Cochin,10:35:00,19:15:00,520,1,7155
Jet Airways,2019-04-15,Delhi,Cochin,14:00:00,19:00:00,300,1,6542
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,20:45:00,855,1,12681
IndiGo,2019-06-15,Delhi,Cochin,11:25:00,01:30:00,845,1,5883
SpiceJet,2019-06-15,Kolkata,Banglore,17:10:00,19:40:00,150,0,3873
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,12:35:00,1415,1,12373
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35:00,1615,2,13014
SpiceJet,2019-05-06,Banglore,Delhi,21:10:00,00:05:00,175,0,3573
Jet Airways,2019-05-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4995
Air Asia,2019-03-24,Banglore,Delhi,23:25:00,02:10:00,165,0,3383
IndiGo,2019-03-06,Kolkata,Banglore,22:10:00,00:55:00,165,0,4778
IndiGo,2019-06-21,Kolkata,Banglore,17:15:00,19:50:00,155,0,4804
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,09:20:00,1655,1,9663
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,19:50:00,685,1,14571
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,04:25:00,1000,2,13882
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2,10368
Air India,2019-05-15,Delhi,Cochin,10:55:00,07:40:00,1245,2,12803
Jet Airways,2019-04-18,Banglore,Delhi,11:10:00,14:05:00,175,0,7229
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,19:00:00,1775,2,15129
IndiGo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,4804
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,10:45:00,865,1,8452
IndiGo,2019-06-12,Delhi,Cochin,15:00:00,01:30:00,630,1,5684
Jet Airways,2019-03-21,Banglore,Delhi,11:40:00,10:25:00,1365,1,7832
Air India,2019-05-21,Kolkata,Banglore,08:20:00,18:30:00,610,2,10697
Multiple carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,385,1,36983
Air India,2019-06-03,Kolkata,Banglore,14:15:00,16:45:00,150,0,5510
IndiGo,2019-05-21,Kolkata,Banglore,17:15:00,19:50:00,155,0,4804
IndiGo,2019-04-01,Kolkata,Banglore,04:40:00,07:15:00,155,0,4174
SpiceJet,2019-06-03,Delhi,Cochin,06:05:00,11:20:00,315,1,5583
IndiGo,2019-03-03,Delhi,Cochin,09:10:00,21:00:00,710,1,14871
Air India,2019-03-15,Banglore,Delhi,08:15:00,11:20:00,1625,2,8534
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,09:15:00,980,1,11134
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,12:35:00,940,1,10262
IndiGo,2019-03-21,Kolkata,Banglore,09:35:00,12:20:00,165,0,4148
IndiGo,2019-03-21,Kolkata,Banglore,20:25:00,23:05:00,160,0,4462
Jet Airways,2019-04-24,Banglore,Delhi,18:55:00,22:00:00,185,0,4544
IndiGo,2019-06-03,Delhi,Cochin,18:35:00,01:30:00,415,1,6628
Multiple carriers,2019-03-01,Delhi,Cochin,00:20:00,13:20:00,780,1,29528
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,15339
Jet Airways,2019-06-24,Banglore,Delhi,19:50:00,22:50:00,180,0,8016
Multiple carriers,2019-03-03,Delhi,Cochin,13:00:00,21:00:00,480,1,18286
Multiple carriers,2019-05-21,Delhi,Cochin,18:00:00,01:30:00,450,1,7888
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,175,0,8016
SpiceJet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,175,0,3257
Jet Airways,2019-04-01,Banglore,Delhi,11:10:00,14:05:00,175,0,7229
IndiGo,2019-03-01,Banglore,Delhi,13:40:00,18:35:00,295,1,8707
Vistara,2019-03-03,Banglore,Delhi,11:30:00,14:10:00,160,0,8028
Jet Airways,2019-03-01,Banglore,Delhi,22:50:00,05:05:00,375,1,26890
Multiple carriers,2019-06-06,Delhi,Cochin,07:30:00,21:00:00,810,1,7740
IndiGo,2019-06-06,Delhi,Cochin,09:15:00,01:30:00,975,1,6628
IndiGo,2019-05-27,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,2227
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,12:35:00,1615,2,11733
Jet Airways,2019-06-27,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995
Jet Airways,2019-04-15,Delhi,Cochin,11:30:00,19:00:00,450,1,6542
Air India,2019-05-21,Kolkata,Banglore,20:45:00,23:20:00,155,0,4145
Vistara,2019-06-27,Banglore,Delhi,07:00:00,09:40:00,160,0,4668
Jet Airways,2019-06-24,Delhi,Cochin,09:25:00,12:35:00,1630,2,13882
IndiGo,2019-03-21,Delhi,Cochin,10:45:00,01:35:00,890,1,7318
Multiple carriers,2019-05-21,Delhi,Cochin,17:15:00,00:55:00,460,1,7858
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1,8529
Air India,2019-06-21,Delhi,Cochin,14:10:00,17:10:00,180,0,5201
Multiple carriers,2019-05-15,Delhi,Cochin,08:00:00,19:00:00,660,1,10197
Air India,2019-03-03,Banglore,Delhi,11:05:00,22:10:00,2105,2,11791
IndiGo,2019-03-09,Banglore,Delhi,21:20:00,00:15:00,175,0,4777
IndiGo,2019-03-06,Delhi,Cochin,07:35:00,12:00:00,265,1,7725
Air Asia,2019-04-12,Banglore,Delhi,04:55:00,07:45:00,170,0,4282
Multiple carriers,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1,12717
Vistara,2019-04-01,Banglore,Delhi,21:00:00,23:50:00,170,0,5403
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,10:55:00,870,1,14151
Multiple carriers,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1,10196
Air India,2019-03-18,Kolkata,Banglore,20:45:00,23:20:00,155,0,4435
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,04:25:00,1570,1,10262
Vistara,2019-04-15,Delhi,Cochin,06:00:00,09:10:00,190,0,6216
SpiceJet,2019-06-18,Kolkata,Banglore,22:20:00,00:40:00,140,0,3841
Air India,2019-03-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,5170
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2,12609
Multiple carriers,2019-05-18,Delhi,Cochin,12:50:00,21:00:00,490,1,7670
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1,14571
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,16:20:00,1405,1,11134
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0,5201
Multiple carriers,2019-05-18,Delhi,Cochin,07:05:00,19:15:00,730,1,14533
Air India,2019-06-12,Kolkata,Banglore,07:00:00,16:15:00,555,1,11936
SpiceJet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0,3859
IndiGo,2019-05-15,Delhi,Cochin,08:35:00,16:10:00,455,1,6442
Air Asia,2019-03-21,Delhi,Cochin,16:45:00,07:10:00,865,1,6151
Vistara,2019-04-09,Banglore,Delhi,07:00:00,09:40:00,160,0,5403
SpiceJet,2019-05-01,Banglore,Delhi,09:30:00,12:20:00,170,0,4423
Air India,2019-03-01,Banglore,Delhi,13:50:00,18:40:00,1730,1,17198
IndiGo,2019-03-09,Banglore,Delhi,06:00:00,08:45:00,165,0,7648
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,14:25:00,1285,1,13067
IndiGo,2019-04-12,Banglore,Delhi,07:10:00,10:05:00,175,0,4823
Air India,2019-05-01,Delhi,Cochin,20:40:00,09:25:00,765,1,7480
Jet Airways,2019-03-15,Banglore,Delhi,11:40:00,18:25:00,405,1,9134
IndiGo,2019-06-15,Delhi,Cochin,15:10:00,20:00:00,290,1,6147
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1,6540
GoAir,2019-06-09,Delhi,Cochin,14:25:00,19:35:00,310,1,9069
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,04:25:00,550,1,16289
IndiGo,2019-03-01,Kolkata,Banglore,17:15:00,19:55:00,160,0,6565
Jet Airways,2019-05-18,Banglore,Delhi,06:00:00,08:45:00,165,0,7229
IndiGo,2019-03-27,Delhi,Cochin,04:45:00,15:30:00,645,1,7048
Air India,2019-05-15,Kolkata,Banglore,07:00:00,16:15:00,555,1,11936
SpiceJet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,3543
Jet Airways,2019-03-01,Banglore,Delhi,11:40:00,18:25:00,405,1,26890
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,19:50:00,685,1,10844
SpiceJet,2019-06-09,Delhi,Cochin,15:45:00,22:05:00,380,1,6297
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,19:50:00,1495,1,10844
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1,10661
Air Asia,2019-03-03,Banglore,Delhi,23:25:00,02:10:00,165,0,6135
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,19:00:00,450,1,10262
Air Asia,2019-03-27,Kolkata,Banglore,19:35:00,22:05:00,150,0,3782
Air Asia,2019-05-18,Banglore,Delhi,23:55:00,02:45:00,170,0,4483
Air Asia,2019-06-27,Delhi,Cochin,20:45:00,07:10:00,625,1,6451
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,09:05:00,1555,1,9397
Air Asia,2019-05-09,Kolkata,Banglore,22:40:00,10:40:00,720,1,5192
Jet Airways,2019-05-18,Kolkata,Banglore,11:50:00,17:35:00,345,1,8781
Multiple carriers,2019-05-27,Delhi,Cochin,10:20:00,21:00:00,640,1,7005
Multiple carriers,2019-06-03,Delhi,Cochin,07:00:00,19:00:00,720,1,12402
IndiGo,2019-03-27,Delhi,Cochin,06:40:00,15:30:00,530,1,8574
Multiple carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,390,1,14486
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1,7064
IndiGo,2019-05-24,Kolkata,Banglore,18:05:00,23:30:00,325,1,6218
Air India,2019-03-24,Kolkata,Banglore,09:50:00,23:15:00,2245,2,14410
Multiple carriers,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1,7670
Air India,2019-05-27,Delhi,Cochin,06:05:00,09:25:00,1640,1,7480
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,19:00:00,450,1,15554
Air India,2019-04-24,Kolkata,Banglore,14:15:00,16:45:00,150,0,4880
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1665,1,5963
IndiGo,2019-05-06,Delhi,Cochin,18:35:00,01:30:00,415,1,7191
Multiple carriers,2019-06-15,Delhi,Cochin,07:05:00,21:00:00,835,1,13587
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1,13994
Air India,2019-04-09,Delhi,Cochin,12:55:00,19:15:00,1820,2,9968
Vistara,2019-06-09,Banglore,Delhi,21:00:00,23:50:00,170,0,4668
Multiple carriers,2019-06-15,Delhi,Cochin,12:50:00,21:00:00,490,1,7005
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1925,2,9270
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,16:10:00,625,1,16736
SpiceJet,2019-03-18,Kolkata,Banglore,17:15:00,19:45:00,150,0,4413
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1,14714
Air India,2019-05-09,Kolkata,Banglore,12:00:00,18:30:00,1830,2,9626
Jet Airways,2019-06-24,Banglore,Delhi,08:20:00,11:20:00,180,0,5769
Air Asia,2019-03-06,Kolkata,Banglore,19:35:00,22:05:00,150,0,4384
Air India,2019-05-27,Delhi,Cochin,10:00:00,19:15:00,555,1,12029
Air India,2019-05-18,Delhi,Cochin,05:00:00,07:40:00,1600,2,11228
Air India,2019-06-06,Delhi,Cochin,13:20:00,07:40:00,1100,2,12751
Air Asia,2019-04-03,Kolkata,Banglore,10:20:00,12:55:00,155,0,4107
Multiple carriers,2019-03-03,Delhi,Cochin,19:00:00,01:35:00,395,1,16775
Jet Airways,2019-04-01,Banglore,Delhi,07:10:00,10:10:00,180,0,7229
SpiceJet,2019-06-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,3873
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,16:20:00,590,1,14781
SpiceJet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0,3384
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,18:10:00,700,1,10031
Jet Airways,2019-06-09,Delhi,Cochin,11:00:00,14:15:00,195,0,7202
IndiGo,2019-03-21,Delhi,Cochin,08:35:00,16:10:00,455,1,6790
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1,13731
Jet Airways,2019-06-12,Delhi,Cochin,17:30:00,19:00:00,1530,1,10262
GoAir,2019-05-06,Delhi,Cochin,07:25:00,13:35:00,370,1,6296
Multiple carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1,13377
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,20:20:00,1640,1,9555
Jet Airways,2019-03-01,Banglore,Delhi,14:05:00,08:15:00,1090,1,22270
IndiGo,2019-05-15,Delhi,Cochin,02:00:00,07:25:00,325,1,8618
IndiGo,2019-03-03,Banglore,Delhi,06:00:00,08:45:00,165,0,6144
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,12:35:00,810,2,15129
GoAir,2019-05-15,Delhi,Cochin,14:25:00,19:35:00,310,1,10188
SpiceJet,2019-06-27,Delhi,Cochin,06:05:00,11:20:00,315,1,5583
Air India,2019-03-06,Delhi,Cochin,20:30:00,23:00:00,1590,1,8854
Jet Airways,2019-03-24,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,5678
Multiple carriers,2019-06-03,Delhi,Cochin,17:45:00,01:30:00,465,1,7530
IndiGo,2019-03-27,Delhi,Cochin,10:45:00,21:00:00,615,1,6838
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,12:35:00,1040,1,10262
Multiple carriers,2019-06-15,Delhi,Cochin,03:50:00,19:00:00,910,1,12192
Air Asia,2019-06-03,Banglore,Delhi,23:55:00,02:45:00,170,0,7120
Jet Airways,2019-06-01,Banglore,Delhi,17:45:00,20:45:00,180,0,7229
Air India,2019-06-12,Delhi,Cochin,17:40:00,08:15:00,875,1,8991
Multiple carriers,2019-03-27,Delhi,Cochin,11:40:00,19:15:00,455,1,6953
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,04:40:00,585,1,9663
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,12:35:00,1010,1,14714
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,19:00:00,1210,1,14714
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,20:45:00,740,1,12681
Air India,2019-05-24,Kolkata,Banglore,07:00:00,20:25:00,805,1,10413
Vistara,2019-03-09,Banglore,Delhi,19:40:00,22:20:00,160,0,8290
Jet Airways,2019-05-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,3210
Jet Airways,2019-03-06,Delhi,Cochin,20:05:00,04:25:00,500,2,52285
Air Asia,2019-06-21,Kolkata,Banglore,22:50:00,01:20:00,150,0,3807
Vistara,2019-06-01,Banglore,Delhi,07:00:00,09:40:00,160,0,4878
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,22:05:00,1540,1,12692
Jet Airways,2019-03-21,Delhi,Cochin,05:40:00,04:25:00,1365,2,11543
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1,8586
Multiple carriers,2019-03-27,Delhi,Cochin,07:10:00,22:20:00,910,1,6145
Jet Airways,2019-03-15,Banglore,Delhi,18:55:00,00:45:00,350,1,21934
Air India,2019-04-06,Delhi,Cochin,20:40:00,09:25:00,765,1,5117
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,5678
Jet Airways,2019-05-06,Banglore,Delhi,19:50:00,22:50:00,180,0,7229
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,16:20:00,1285,1,10844
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,08:15:00,735,1,7064
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,19:00:00,810,2,15129
SpiceJet,2019-03-15,Banglore,Delhi,05:45:00,08:35:00,170,0,5575
Multiple carriers,2019-05-21,Delhi,Cochin,08:45:00,21:00:00,735,1,7485
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180,0,4030
Multiple carriers,2019-06-12,Delhi,Cochin,11:25:00,19:00:00,455,1,10877
Jet Airways,2019-05-21,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,4050
Multiple carriers,2019-06-15,Delhi,Cochin,09:15:00,19:15:00,600,1,9359
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1,15400
Jet Airways,2019-03-06,Banglore,Delhi,11:40:00,09:30:00,1310,1,17261
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,04:25:00,1015,1,12373
Multiple carriers,2019-06-03,Delhi,Cochin,08:45:00,19:00:00,615,1,12524
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,04:25:00,520,1,5963
Air India,2019-05-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2,10676
SpiceJet,2019-05-12,Banglore,Delhi,05:55:00,08:35:00,160,0,3257
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,04:25:00,805,1,14714
Air India,2019-06-12,Delhi,Cochin,05:10:00,08:00:00,170,0,5201
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:30:00,545,1,8891
Air Asia,2019-03-03,Banglore,Delhi,05:50:00,08:40:00,170,0,7652
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2,15544
Air India,2019-06-12,Delhi,Cochin,14:10:00,17:10:00,180,0,5201
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,10:05:00,910,1,13584
SpiceJet,2019-06-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,3873
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,21:05:00,1480,1,13067
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1,14714
Jet Airways,2019-03-21,Banglore,Delhi,09:45:00,15:55:00,370,1,7280
Jet Airways,2019-05-09,Delhi,Cochin,21:25:00,12:35:00,910,2,11507
IndiGo,2019-03-27,Delhi,Cochin,17:10:00,01:35:00,505,1,6316
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2,9270
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,20:45:00,400,1,14781
Multiple carriers,2019-06-15,Delhi,Cochin,09:00:00,21:00:00,720,1,7933
SpiceJet,2019-05-21,Banglore,Delhi,09:30:00,12:20:00,170,0,3573
Air India,2019-05-01,Kolkata,Banglore,05:50:00,08:55:00,1625,2,10991
Vistara,2019-06-01,Banglore,Delhi,11:30:00,14:20:00,170,0,4668
Air Asia,2019-04-03,Banglore,Delhi,04:55:00,07:45:00,170,0,4282
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,14571
IndiGo,2019-03-18,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,2227
IndiGo,2019-06-09,Kolkata,Banglore,19:20:00,23:45:00,265,1,4205
Air India,2019-03-15,Banglore,Delhi,06:55:00,10:50:00,1675,1,7932
Vistara,2019-06-06,Chennai,Kolkata,07:05:00,09:20:00,135,0,3687
Air India,2019-06-12,Delhi,Cochin,20:40:00,09:25:00,765,1,7480
Multiple carriers,2019-06-01,Delhi,Cochin,10:00:00,01:30:00,930,1,13377
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1690,1,13584
IndiGo,2019-04-24,Kolkata,Banglore,09:35:00,12:20:00,165,0,4804
Multiple carriers,2019-06-12,Delhi,Cochin,19:00:00,01:30:00,390,1,6795
IndiGo,2019-06-21,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,16:20:00,1575,1,10844
Air India,2019-05-01,Kolkata,Banglore,05:50:00,12:30:00,1840,2,12723
Jet Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1,17024
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,18:50:00,1550,1,8820
Air Asia,2019-05-27,Banglore,Delhi,23:55:00,02:45:00,170,0,3383
IndiGo,2019-05-21,Delhi,Cochin,09:15:00,21:00:00,705,1,7318
Jet Airways,2019-03-21,Mumbai,Hyderabad,03:05:00,04:25:00,80,0,5678
Jet Airways,2019-05-27,Delhi,Cochin,09:35:00,12:35:00,1620,2,12872
IndiGo,2019-03-01,Delhi,Cochin,04:55:00,21:20:00,985,2,10278
Multiple carriers,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1,14848
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,04:25:00,1760,2,11150
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1,13941
Jet Airways,2019-03-06,Delhi,Cochin,15:05:00,04:25:00,800,1,15764
Multiple carriers,2019-03-09,Delhi,Cochin,08:40:00,21:00:00,740,1,18228
IndiGo,2019-05-03,Banglore,Delhi,16:55:00,19:55:00,180,0,4823
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,19:00:00,1485,1,10262
Jet Airways,2019-03-21,Banglore,Delhi,14:05:00,10:25:00,1220,1,7832
Air India,2019-06-09,Kolkata,Banglore,17:30:00,20:25:00,1615,1,10413
IndiGo,2019-05-09,Delhi,Cochin,17:30:00,01:30:00,480,1,8330
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,10:45:00,1065,1,9187
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,19:40:00,345,1,11134
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,16:20:00,1585,1,10031
Air India,2019-05-12,Kolkata,Banglore,10:00:00,01:20:00,920,2,13243
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1,14714
Jet Airways,2019-03-06,Banglore,Delhi,08:00:00,18:25:00,625,1,16736
Jet Airways,2019-03-18,Banglore,Delhi,05:45:00,10:25:00,280,1,12284
SpiceJet,2019-06-09,Kolkata,Banglore,08:35:00,17:15:00,520,1,6853
IndiGo,2019-04-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,4174
Multiple carriers,2019-06-24,Delhi,Cochin,10:00:00,19:00:00,540,1,12717
Multiple carriers,2019-03-06,Delhi,Cochin,10:20:00,21:00:00,640,1,15147
IndiGo,2019-06-12,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,3175
Air India,2019-06-15,Delhi,Cochin,06:10:00,23:00:00,1010,1,8907
Multiple carriers,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1,10407
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,08:15:00,800,1,14571
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1,14151
Multiple carriers,2019-06-27,Delhi,Cochin,10:00:00,21:00:00,660,1,13587
Air India,2019-05-09,Kolkata,Banglore,16:50:00,07:55:00,905,1,8366
Air India,2019-04-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2,9258
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1,6959
IndiGo,2019-06-09,Delhi,Cochin,08:30:00,21:00:00,750,1,6838
IndiGo,2019-03-24,Chennai,Kolkata,05:15:00,07:35:00,140,0,4326
Jet Airways,2019-03-01,Banglore,Delhi,08:00:00,07:40:00,1420,1,22270
Jet Airways,2019-06-15,Banglore,Delhi,15:15:00,18:10:00,175,0,7229
Jet Airways,2019-04-06,Delhi,Cochin,02:15:00,19:00:00,1005,1,5177
IndiGo,2019-03-09,Chennai,Kolkata,07:55:00,10:15:00,140,0,6297
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,04:25:00,655,1,12373
IndiGo,2019-05-21,Banglore,Delhi,20:00:00,22:50:00,170,0,4823
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1,8586
Air India,2019-05-21,Delhi,Cochin,09:30:00,23:00:00,810,1,8907
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,1210,2,11432
Vistara,2019-06-24,Banglore,Delhi,07:00:00,09:40:00,160,0,4668
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,23:35:00,840,1,14151
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,04:25:00,805,1,12898
GoAir,2019-05-24,Kolkata,Banglore,23:30:00,07:45:00,495,1,7335
IndiGo,2019-06-03,Kolkata,Banglore,17:15:00,19:50:00,155,0,4804
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,18:50:00,1350,1,8610
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1,13731
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,04:25:00,865,1,10262
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1,12898
Jet Airways,2019-03-06,Delhi,Cochin,17:55:00,04:25:00,2070,2,15812
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40:00,1180,2,14746
Air India,2019-05-15,Delhi,Cochin,12:30:00,09:25:00,1255,1,7480
Multiple carriers,2019-06-03,Delhi,Cochin,19:00:00,01:30:00,390,1,7198
Air India,2019-06-24,Delhi,Cochin,12:30:00,09:25:00,1255,1,7480
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,12:35:00,1390,2,12819
Jet Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,195,0,7202
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,19:00:00,360,1,10262
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1,13941
IndiGo,2019-06-15,Delhi,Cochin,23:30:00,04:35:00,305,1,10112
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,22:40:00,930,1,8452
SpiceJet,2019-06-03,Banglore,Delhi,09:30:00,12:20:00,170,0,3919
Multiple carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1,9646
Vistara,2019-06-06,Kolkata,Banglore,07:10:00,10:45:00,1655,1,9187
Air India,2019-03-24,Kolkata,Banglore,20:30:00,23:15:00,1605,1,10808
Jet Airways,2019-06-12,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4995
